medal_type,medal_code,athlete_name,athlete_sex,event,country,discipline,season
Gold,1,Lydia KO,W,Women's Individual Stroke Play,New Zealand,Golf,Summer
Silver,2,Esther HENSELEIT,W,Women's Individual Stroke Play,Germany,Golf,Summer
Bronze,3,LIN Xiyu Janet,W,Women's Individual Stroke Play,China,Golf,Summer
Gold,1,Norway,W,Women,Norway,Handball,Summer
Silver,2,France,W,Women,France,Handball,Summer
Bronze,3,Denmark,W,Women,Denmark,Handball,Summer
Gold,1,Ahmed ELGENDY,M,Men's Individual,Egypt,Modern Pentathlon,Summer
Silver,2,SATO Taishu,M,Men's Individual,Japan,Modern Pentathlon,Summer
Bronze,3,Giorgio MALAN,M,Men's Individual,Italy,Modern Pentathlon,Summer
Gold,1,Janja GARNBRET,W,Women's Boulder & Lead,Slovenia,Sport Climbing,Summer
Silver,2,Brooke RABOUTOU,W,Women's Boulder & Lead,United States,Sport Climbing,Summer
Bronze,3,Jessica PILZ,W,Women's Boulder & Lead,Austria,Sport Climbing,Summer
Gold,1,China,W,Women's Team,China,Table Tennis,Summer
Silver,2,Japan,W,Women's Team,Japan,Table Tennis,Summer
Bronze,3,Korea,W,Women's Team,Korea,Table Tennis,Summer
Gold,1,Arian SALIMI,M,Men +80kg,IR Iran,Taekwondo,Summer
Silver,2,Caden CUNNINGHAM,M,Men +80kg,Great Britain,Taekwondo,Summer
Bronze,3,Rafael ALBA,M,Men +80kg,Cuba,Taekwondo,Summer
Bronze,3,Cheick Sallah CISSE,M,Men +80kg,Côte d'Ivoire,Taekwondo,Summer
Gold,1,Althea LAURIN,W,Women +67kg,France,Taekwondo,Summer
Silver,2,Svetlana OSIPOVA,W,Women +67kg,Uzbekistan,Taekwondo,Summer
Bronze,3,LEE Dabin,W,Women +67kg,Korea,Taekwondo,Summer
Bronze,3,Nafia KUS AYDIN,W,Women +67kg,Türkiye,Taekwondo,Summer
Gold,1,France,M,Men,France,Volleyball,Summer
Silver,2,Poland,M,Men,Poland,Volleyball,Summer
Bronze,3,Brazil,W,Women,Brazil,Volleyball,Summer
Gold,1,Spain,W,Women,Spain,Water Polo,Summer
Silver,2,Australia,W,Women,Australia,Water Polo,Summer
Bronze,3,Netherlands,W,Women,Netherlands,Water Polo,Summer
Gold,1,Lasha TALAKHADZE,M,Men's +102kg,Georgia,Weightlifting,Summer
Silver,2,Varazdat LALAYAN,M,Men's +102kg,Armenia,Weightlifting,Summer
Bronze,3,Gor MINASYAN,M,Men's +102kg,Bahrain,Weightlifting,Summer
Gold,1,LIU Huanhua,M,Men's 102kg,China,Weightlifting,Summer
Silver,2,Akbar DJURAEV,M,Men's 102kg,Uzbekistan,Weightlifting,Summer
Bronze,3,Yauheni TSIKHANTSOU,M,Men's 102kg,AIN,Weightlifting,Summer
Gold,1,Solfrid Eila Amena KOANDA,W,Women's 81kg,Norway,Weightlifting,Summer
Silver,2,Sara AHMED,W,Women's 81kg,Egypt,Weightlifting,Summer
Bronze,3,Neisi Patricia DAJOMES BARRERA,W,Women's 81kg,Ecuador,Weightlifting,Summer
Gold,1,Geno PETRIASHVILI,M,Men's Freestyle 125kg,Georgia,Wrestling,Summer
Silver,2,Amir Hossein ZARE,M,Men's Freestyle 125kg,IR Iran,Wrestling,Summer
Bronze,3,Taha AKGUL,M,Men's Freestyle 125kg,Türkiye,Wrestling,Summer
Bronze,3,Giorgi MESHVILDISHVILI,M,Men's Freestyle 125kg,Azerbaijan,Wrestling,Summer
Gold,1,Razambek Salambekovitch JAMALOV,M,Men's Freestyle 74kg,Uzbekistan,Wrestling,Summer
Silver,2,TAKATANI Daichi,M,Men's Freestyle 74kg,Japan,Wrestling,Summer
Bronze,3,Kyle Douglas DAKE,M,Men's Freestyle 74kg,United States,Wrestling,Summer
Bronze,3,Chermen VALIEV,M,Men's Freestyle 74kg,Albania,Wrestling,Summer
Gold,1,MOTOKI Sakura,W,Women's Freestyle 62kg,Japan,Wrestling,Summer
Silver,2,Iryna KOLIADENKO,W,Women's Freestyle 62kg,Ukraine,Wrestling,Summer
Bronze,3,Aisuluu TYNYBEKOVA,W,Women's Freestyle 62kg,Kyrgyzstan,Wrestling,Summer
Bronze,3,Grace Jacob BULLEN,W,Women's Freestyle 62kg,Norway,Wrestling,Summer
Gold,1,Sifan HASSAN,W,Women's Marathon,Netherlands,Athletics,Summer
Silver,2,Tigst ASSEFA,W,Women's Marathon,Ethiopia,Athletics,Summer
Bronze,3,Hellen OBIRI,W,Women's Marathon,Kenya,Athletics,Summer
Gold,1,United States,W,Women,United States,Basketball,Summer
Silver,2,France,W,Women,France,Basketball,Summer
Bronze,3,Australia,W,Women,Australia,Basketball,Summer
Gold,1,Harrie LAVREYSEN,M,Men's Keirin,Netherlands,Cycling Track,Summer
Silver,2,Matthew RICHARDSON,M,Men's Keirin,Australia,Cycling Track,Summer
Bronze,3,Matthew GLAETZER,M,Men's Keirin,Australia,Cycling Track,Summer
Gold,1,Jennifer VALENTE,W,Women's Omnium,United States,Cycling Track,Summer
Silver,2,Daria PIKULIK,W,Women's Omnium,Poland,Cycling Track,Summer
Bronze,3,Ally WOLLASTON,W,Women's Omnium,New Zealand,Cycling Track,Summer
Gold,1,Ellesse ANDREWS,W,Women's Sprint,New Zealand,Cycling Track,Summer
Silver,2,Lea FRIEDRICH,W,Women's Sprint,Germany,Cycling Track,Summer
Bronze,3,Emma FINUCANE,W,Women's Sprint,Great Britain,Cycling Track,Summer
Gold,1,Denmark,M,Men,Denmark,Handball,Summer
Silver,2,Germany,M,Men,Germany,Handball,Summer
Bronze,3,Spain,M,Men,Spain,Handball,Summer
Gold,1,Michelle GULYAS,W,Women's Individual,Hungary,Modern Pentathlon,Summer
Silver,2,Elodie CLOUVEL,W,Women's Individual,France,Modern Pentathlon,Summer
Bronze,3,SEONG Seungmin,W,Women's Individual,Korea,Modern Pentathlon,Summer
Gold,1,Italy,W,Women,Italy,Volleyball,Summer
Silver,2,United States,W,Women,United States,Volleyball,Summer
Gold,1,Serbia,M,Men,Serbia,Water Polo,Summer
Silver,2,Croatia,M,Men,Croatia,Water Polo,Summer
Bronze,3,United States,M,Men,United States,Water Polo,Summer
Gold,1,LI Wenwen,W,Women's +81kg,China,Weightlifting,Summer
Silver,2,PARK Hyejeong,W,Women's +81kg,Korea,Weightlifting,Summer
Bronze,3,Emily CAMPBELL,W,Women's +81kg,Great Britain,Weightlifting,Summer
Gold,1,KIYOOKA Kotaro,M,Men's Freestyle 65kg,Japan,Wrestling,Summer
Silver,2,Rahman AMOUZADKHALILI,M,Men's Freestyle 65kg,IR Iran,Wrestling,Summer
Bronze,3,Sebastian C RIVERA,M,Men's Freestyle 65kg,Puerto Rico,Wrestling,Summer
Bronze,3,Islam DUDAEV,M,Men's Freestyle 65kg,Albania,Wrestling,Summer
Gold,1,Akhmed TAZHUDINOV,M,Men's Freestyle 97kg,Bahrain,Wrestling,Summer
Silver,2,Givi MATCHARASHVILI,M,Men's Freestyle 97kg,Georgia,Wrestling,Summer
Bronze,3,Magomedkhan MAGOMEDOV,M,Men's Freestyle 97kg,Azerbaijan,Wrestling,Summer
Bronze,3,Amirali AZARPIRA,M,Men's Freestyle 97kg,IR Iran,Wrestling,Summer
Gold,1,KAGAMI Yuka,W,Women's Freestyle 76kg,Japan,Wrestling,Summer
Silver,2,Kennedy Alexis BLADES,W,Women's Freestyle 76kg,United States,Wrestling,Summer
Bronze,3,Milaimy de la Carid. MARIN POTRILLE,W,Women's Freestyle 76kg,Cuba,Wrestling,Summer
Bronze,3,Tatiana RENTERIA RENTERIA,W,Women's Freestyle 76kg,Colombia,Wrestling,Summer
Gold,1,People's Republic of China,W,Group All-Around,China,Rhythmic Gymnastics,Summer
Silver,2,Israel,W,Group All-Around,Israel,Rhythmic Gymnastics,Summer
Bronze,3,Italy,W,Group All-Around,Italy,Rhythmic Gymnastics,Summer
Gold,1,VARFOLOMEEV Darja,W,Individual All-Around,Germany,Rhythmic Gymnastics,Summer
Silver,2,KALEYN Boryana,W,Individual All-Around,Bulgaria,Rhythmic Gymnastics,Summer
Bronze,3,RAFFAELI Sofia,W,Individual All-Around,Italy,Rhythmic Gymnastics,Summer
Gold,1,THIAM Nafissatou,W,Women's Heptathlon,Belgium,Athletics,Summer
Silver,2,JOHNSON-THOMPSON Katarina,W,Women's Heptathlon,Great Britain,Athletics,Summer
Bronze,3,VIDTS Noor,W,Women's Heptathlon,Belgium,Athletics,Summer
